# ID  X  Y  MAG_F336W  MAG_F555W  FLUX_F336W  FLUX_F555W
 1517    509.15    499.62    20.065    19.366       94.23      179.31
 1518     98.94    500.68    20.798    19.704       47.96      131.38
 1519    225.98    500.31    20.130    19.126       88.68      223.64
 1520    728.15    500.45    22.396    20.797       11.01       48.01
 1521    190.62    501.72    19.345    18.503      182.85      396.91
 1522    334.02    501.55    19.278    17.817      194.37      746.47
 1523    380.38    501.93    21.109    20.198       36.00       83.36
 1524    555.83    501.72    19.138    18.607      221.18      360.86
 1525    566.16    501.44    19.896    18.794      110.06      303.59
 1526    591.02    501.05    18.157    16.657      546.18     2174.27
 1527    232.65    503.51    20.459    19.405       65.52      172.94
 1528    326.81    503.03    20.151    19.471       87.06      162.80
 1529    402.51    504.05    21.231    20.341       32.17       73.07
 1530    426.15    503.21    20.381    19.625       70.40      141.26
 1531    466.93    503.82    19.898    18.819      109.87      296.79
 1532    612.71    503.15    20.981    20.212       40.51       82.23
 1533    624.93    504.19    19.515    19.021      156.27      246.38
 1534    670.21    504.42    21.122    20.067       35.58       94.04
 1535    723.51    504.57    21.803    20.322       19.00       74.36
 1536    342.74    505.39    16.421    14.318     2702.29    18743.52
 1537    524.40    506.85    19.392    18.612      175.02      359.07
 1538    537.09    506.28    16.609    14.121     2272.45    22464.95
 1539    413.44    508.01    21.256    20.060       31.45       94.60
 1540    179.09    508.56    19.266    18.184      196.54      532.78
 1541    499.98    508.62    19.531    18.728      154.09      322.58
 1542    587.41    508.73    20.946    20.898       41.85       43.71
 1543    716.98    508.39    20.247    19.362       79.69      180.05
 1544    133.17    509.53    19.627    18.546      140.98      381.62
 1545    406.39    509.40    21.723    20.387       20.45       70.02
 1546    659.60    508.88    19.354    18.798      181.35      302.67
 1547    615.42    513.90    19.894    19.006      110.25      249.84
 1548    635.72    510.38    21.628    20.100       22.33       91.18
 1549    770.46    510.51    20.199    19.407       83.27      172.70
 1550     81.51    511.94    20.069    19.076       93.86      234.10
 1551    123.01    511.51    18.763    17.656      312.55      865.99
 1552    465.61    512.00    20.047    19.537       95.81      153.23
 1553    706.61    511.70    21.045    20.318       38.20       74.58
 1554    200.79    513.20    19.776    18.832      122.92      293.32
 1555    455.06    513.81    16.686    15.681     2116.08     5340.89
 1556    615.42    513.90    19.893    19.006      110.31      249.84
 1557    700.22    513.68    20.391    19.747       69.74      126.26
 1558    788.61    513.71    17.294    15.489     1209.47     6372.59
 1559    604.54    514.48    19.865    18.934      113.29      267.01
 1560    677.42    514.49    19.844    18.764      115.41      312.19
 1561    738.33    514.59    21.289    20.430       30.50       67.32
 1562    105.85    515.50    20.799    19.547       47.90      151.78
 1563    206.21    515.62    19.963    19.032      103.51      243.82
 1564    314.44    515.72    19.840    18.975      115.84      257.07
 1565    684.72    515.78    19.949    19.347      104.79      182.53
 1566    243.22    516.49    20.998    19.707       39.89      130.94
 1567    324.06    516.70    20.976    20.434       40.71       67.04
 1568    421.62    516.24    19.620    18.914      141.92      271.93
 1569    512.36    517.24    20.256    19.551       78.98      151.21
 1570    728.65    516.19    17.673    15.852      852.47     4563.68
 1571    193.86    517.37    20.678    19.372       53.55      178.34
 1572    170.34    518.68    23.352    20.527        4.56       61.53
 1573    624.86    518.38    19.803    19.695      119.89      132.45
 1574    746.10    517.96    21.013    20.372       39.34       71.00
 1575    448.85    519.62    19.568    19.044      148.93      241.31
 1576    517.77    519.17    19.685    18.935      133.68      266.72
 1577    524.26    519.33    19.240    18.056      201.35      599.49
 1578    478.25    520.83    19.151    18.233      218.51      509.28
 1579    495.75    520.29    20.121    19.134       89.49      222.08
 1580    573.20    520.52    19.902    18.973      109.47      257.51
 1581    673.88    520.37    20.873    20.165       44.77       85.91
 1582    690.37    520.49    20.869    20.552       44.90       60.12
 1583     76.39    521.11    20.141    19.100       87.85      229.07
 1584    112.01    521.43    20.476    19.331       64.51      185.14
 1585    208.30    521.69    20.749    19.666       50.18      135.97
 1586    397.87    521.15    16.663    14.673     2162.31    13510.61
 1587    590.23    521.87    20.026    19.420       97.61      170.66
 1588    507.33    522.13    20.786    20.982       48.48       40.47
 1589    647.47    522.14    16.868    14.624     1789.49    14136.34
 1590    581.56    523.75    17.646    15.732      874.37     5093.97
 1591    657.71    523.11    19.271    17.756      195.70      789.85
 1592    274.41    524.47    16.888    15.685     1757.91     5322.05
 1593    632.62    524.18    17.843    15.955      728.91     4148.08
 1594    741.46    524.10    19.684    18.904      133.77      274.44
 1595    265.01    525.06    19.253    18.282      198.93      486.46
 1596    751.17    525.40    19.697    18.776      132.20      308.86
 1597    775.52    525.73    18.881    18.001      280.21      630.51
 1598    384.51    526.55    19.751    18.799      125.83      302.25
 1599    421.60    526.36    20.867    19.545       44.99      152.12
 1600    496.18    526.62    19.265    18.451      196.78      416.47
 1601    705.83    526.01    19.134    17.910      222.11      685.75
 1602     64.49    527.53    19.061    17.974      237.44      646.31
 1603     91.31    530.73    19.175    18.600      213.82      363.08
 1604    178.26    527.84    20.273    19.843       77.78      115.51
 1605    244.19    527.34    19.626    18.732      141.06      321.48
 1606    413.30    527.22    19.400    18.615      173.80      358.08
 1607    775.56    525.68    18.884    18.001      279.40      630.51
 1608    562.60    528.36    18.463    17.770      412.07      780.09
 1609    621.49    528.18    21.320    19.865       29.66      113.19
 1610    256.90    529.59    18.749    17.546      316.52      958.86
 1611    370.31    529.30    20.879    19.446       44.49      166.54
 1612    449.95    529.29    19.086    17.792      232.01      763.99
 1613    467.98    529.31    18.260    17.374      496.42     1123.01
 1614    600.58    529.66    20.326    20.388       74.08       69.93
 1615    613.51    529.15    20.138    19.187       88.03      211.49
 1616    658.33    529.36    19.429    18.769      169.16      310.75
 1617    128.04    530.77    21.378    20.046       28.10       95.84
 1618    716.13    530.65    21.211    20.627       32.77       56.14
 1619    107.11    531.42    21.240    19.806       31.93      119.58
 1620    330.75    531.44    19.278    18.341      194.42      460.70
 1621    686.42    531.19    18.026    16.654      616.28     2180.44
 1622    135.18    532.90    20.639    19.396       55.51      174.50
 1623    171.02    532.70    20.673    19.668       53.83      135.74
 1624    229.29    532.46    19.820    18.742      118.05      318.43
 1625    506.57    532.42    19.532    18.613      153.94      358.74
 1626    538.67    532.07    18.557    17.189      377.66     1332.00
 1627    652.31    532.32    20.390    19.089       69.82      231.45
 1628    783.97    532.40    19.500    18.972      158.52      257.78
 1629     90.06    534.35    19.548    18.559      151.67      377.10
 1630    245.01    534.41    19.639    18.904      139.47      274.37
 1631    295.72    534.98    20.032    19.188       97.09      211.34
 1632    366.22    534.40    21.549    20.317       24.01       74.69
 1633    546.10    534.95    18.829    18.136      294.00      556.86
 1634    792.85    534.87    20.132    19.295       88.52      191.39
 1635    188.66    535.78    21.524    20.138       24.56       88.07
 1636    311.47    535.74    17.570    15.844      937.79     4594.26
 1637    399.78    535.13    20.783    20.591       48.62       58.02
 1638    479.45    535.96    19.839    18.978      115.94      256.39
 1639    554.12    538.28    19.818    19.289      118.29      192.44
 1640    586.40    535.29    20.659    20.007       54.51       99.35
 1641    657.15    535.64    21.042    19.465       38.31      163.74
 1642    761.83    535.26    16.712    15.343     2066.32     7289.99
 1643    206.91    536.44    21.781    20.456       19.40       65.72
 1644    430.42    536.54    16.938    15.613     1678.21     5686.86
 1645    468.78    536.07    19.296    18.449      191.33      417.41
 1646    517.62    536.13    18.104    16.751      573.11     1993.22
 1647    727.11    536.90    18.265    17.366      494.32     1130.93
 1648    235.06    537.48    20.707    20.189       52.16       83.99
 1649    251.58    537.84    20.480    19.646       64.30      138.53
 1650    595.66    537.30    20.307    19.581       75.35      147.10
 1651    290.44    539.06    19.415    18.388      171.45      441.49
 1652    422.08    538.91    19.242    18.422      200.96      427.67
 1653    738.93    538.22    19.393    18.371      174.96      448.26
 1654    124.97    539.92    21.497    20.228       25.19       81.06
 1655    303.88    539.59    19.269    18.236      196.01      507.55
 1656    667.76    539.68    18.564    17.542      375.28      961.83
 1657    244.64    541.03    19.347    18.488      182.56      402.44
 1658    256.59    540.90    19.873    19.011      112.43      248.54
 1659    338.21    540.82    16.830    15.561     1853.27     5967.27
 1660    667.99    540.30    18.439    17.542      421.19      961.83
 1661    720.66    543.46    19.053    18.070      239.27      591.53
 1662    590.71    542.83    19.170    18.527      214.81      388.21
 1663    691.54    542.01    18.985    18.001      254.74      630.38
 1664    404.46    543.44    20.176    19.477       85.05      161.84
 1665    542.17    543.52    16.728    15.610     2036.65     5703.69
 1666    553.94    543.34    20.077    20.161       93.19       86.19
 1667    720.63    543.46    19.049    18.070      240.14      591.53
 1668    271.63    544.69    21.342    20.584       29.04       58.40
 1669    570.91    544.18    16.004    14.029     3966.70    24452.71
 1670    114.59    545.41    19.540    18.536      152.69      385.06
 1671    191.09    546.06    19.869    18.789      112.82      304.93
 1672    201.87    546.63    18.379    16.658      445.02     2171.66
 1673    263.18    546.06    19.041    18.234      241.82      508.56
 1674    318.47    546.58    21.141    20.292       34.97       76.40
 1675    621.48    546.27    20.150    19.302       87.06      190.20
 1676    228.17    547.46    19.516    18.014      156.12      622.88
 1677    356.36    547.60    17.601    15.664      911.02     5422.52
 1678    532.11    548.15    19.402    18.554      173.43      378.96
 1679    657.13    548.31    17.777    16.290      774.68     3049.06
 1680    781.05    548.97    19.356    18.149      181.05      549.93
 1681    379.76    549.33    16.995    15.606     1592.56     5720.56
 1682    476.28    549.62    21.104    20.803       36.17       47.73
 1683    491.84    549.57    17.672    16.020      853.81     3907.27
 1684    703.95    549.56    20.466    19.308       65.09      189.18
 1685     84.68    550.29    17.715    15.852      820.53     4562.69
 1686    770.22    550.62    19.733    19.200      127.87      208.87
 1687    517.05    551.71    19.940    19.251      105.67      199.31
 1688    600.92    551.02    18.604    17.390      361.71     1106.69
 1689    636.12    551.14    19.111    18.243      226.75      504.27
 1690    727.64    551.65    19.709    18.673      130.74      339.51
 1691    756.18    551.81    19.092    18.109      230.68      570.67
 1692    448.56    553.49    21.069    19.921       37.35      107.58
 1693    548.52    553.62    19.831    19.045      116.81      241.01
 1694    600.92    551.02    18.604    17.390      361.71     1106.69
 1695    328.30    554.01    19.352    18.439      181.59      421.08
 1696    429.99    555.89    20.706    19.878       52.21      111.92
 1697    631.50    555.87    19.237    18.302      201.95      477.65
 1698    703.55    555.54    21.149    19.504       34.70      157.87
 1699    751.29    555.41    18.678    17.749      337.98      794.93
 1700    175.47    556.27    20.806    19.402       47.59      173.46
 1701    192.81    556.42    20.334    19.084       73.52      232.56
 1702    237.16    556.24    19.551    18.477      151.20      406.59
 1703    264.46    553.54    19.581    18.621      147.13      356.06
 1704    150.12    557.38    20.182    19.090       84.56      231.15
 1705    574.63    557.25    20.776    20.411       48.92       68.50
 1706    140.37    559.64    20.717    19.492       51.68      159.62
 1707    245.90    558.48    20.550    19.419       60.24      170.78
 1708    331.10    559.05    19.701    18.910      131.73      272.85
 1709    422.21    559.33    20.078    19.185       93.05      211.88
 1710    735.22    559.33    20.631    19.485       55.93      160.72
 1711    276.67    560.38    19.771    18.761      123.46      313.09
 1712    318.88    563.44    20.271    20.110       77.89       90.37
 1713    614.91    560.28    20.550    19.869       60.25      112.78
 1714    293.34    561.90    16.791    15.528     1921.70     6149.72
 1715    344.47    561.59    20.871    20.192       44.85       83.76
 1716    674.08    561.16    16.872    15.567     1783.19     5934.30
 1717    176.06    563.47    22.257    20.118       12.51       89.69
 1718    318.88    563.44    20.272    20.110       77.85       90.37
 1719    515.38    563.56    20.549    19.687       60.32      133.43
 1720    772.25    563.60    19.480    18.261      161.50      496.27
 1721    441.30    564.23    20.464    19.661       65.21      136.70
 1722    569.52    563.99    19.463    18.763      163.97      312.58
 1723    764.24    564.52    16.740    15.222     2013.39     8149.33
 1724     70.02    565.09    20.143    19.959       87.62      103.84
 1725    407.70    565.59    19.465    18.480      163.61      405.48
 1726    501.81    565.31    20.088    19.167       92.18      215.39
 1727    532.74    565.42    21.757    20.752       19.83       50.02
 1728    622.76    564.95    18.481    17.625      405.00      891.12
 1729    636.85    565.37    21.119    20.045       35.67       95.95
 1730    649.36    565.05    18.548    17.702      380.97      830.34
 1731    719.63    565.07    19.727    18.704      128.57      329.78
 1732    115.02    566.36    19.567    18.816      148.97      297.59
 1733    152.18    566.80    21.038    19.851       38.44      114.73
 1734    213.24    566.68    20.601    19.602       57.47      144.30
 1735    406.73    566.12    19.459    18.481      164.56      405.25
 1736    596.82    567.21    20.425    19.897       67.59      109.93
 1737    688.54    567.42    19.996    18.994      100.37      252.69
 1738    206.86    568.92    19.130    18.217      222.79      516.72
 1739    432.12    568.23    20.649    20.073       55.02       93.50
 1740    455.41    568.68    19.703    18.673      131.49      339.56
 1741    484.89    568.16    20.129    19.450       88.79      166.03
 1742    104.56    569.59    20.338    19.368       73.26      179.00
 1743    327.40    569.15    19.872    19.381      112.48      176.77
 1744    334.10    568.90    20.553    19.697       60.07      132.24
 1745    776.46    569.43    19.597    18.822      144.92      296.00
 1746     51.57    570.50    19.912    19.626      108.42      141.13
 1747    394.10    571.53    19.500    18.439      158.51      421.22
 1748    525.06    571.61    20.154    19.332       86.77      185.01
 1749    547.67    571.97    20.359    19.536       71.83      153.33
 1750    617.05    571.65    20.129    18.989       88.84      253.73
 1751    158.59    573.74    21.026    19.330       38.86      185.27
 1752    273.00    573.02    21.134    19.855       35.18      114.24
 1753    529.96    573.85    19.085    18.232      232.32      509.69
 1754    633.85    573.45    22.487    19.707       10.12      130.96
 1755    448.57    574.57    19.527    18.576      154.58      371.08
 1756    673.32    574.39    19.113    18.330      226.40      465.62
 1757    792.23    574.25    18.652    17.092      346.07     1455.54
 1758    166.17    575.45    19.113    17.623      226.37      892.71
 1759    370.70    575.76    21.211    19.899       32.77      109.78
 1760    588.84    575.55    21.447    20.897       26.38       43.76
 1761    597.12    575.64    19.230    18.480      203.21      405.51
 1762    422.60    576.33    19.675    18.806      134.85      300.44
 1763    565.88    576.58    19.328    18.553      185.65      379.31
 1764    720.11    576.69    21.629    20.014       22.31       98.74
 1765    767.29    576.40    20.511    19.839       62.43      115.96
 1766    393.11    577.06    19.872    18.736      112.55      320.46
 1767    504.96    577.54    18.794    17.604      303.56      909.01
 1768     94.28    578.73    21.088    19.865       36.70      113.26
 1769    516.95    577.99    19.855    18.997      114.32      251.90
 1770    643.70    577.18    20.250    19.281       79.40      193.82
 1771    779.83    578.86    20.971    20.135       40.91       88.31
 1772     52.25    579.03    19.780    18.726      122.51      323.33
 1773    608.00    579.44    18.079    16.661      586.91     2166.12
 1774    112.69    581.01    19.898    18.846      109.84      289.42
 1775    159.55    580.05    20.269    19.088       78.04      231.56
 1776    272.51    580.47    21.581    20.061       23.32       94.57
 1777    289.26    580.52    20.845    19.635       45.91      140.00
 1778    387.25    580.93    21.491    19.770       25.32      123.64
 1779    436.61    580.37    21.192    19.915       33.37      108.11
 1780    545.14    580.05    20.974    20.116       40.77       89.88
 1781    690.75    579.96    17.198    15.167     1320.58     8571.88
 1782    323.17    581.63    16.948    15.610     1662.97     5700.48
 1783    786.36    581.27    20.382    19.425       70.35      169.77
 1784    744.67    581.95    19.304    18.200      189.79      524.71
 1785    153.48    583.37    19.870    18.915      112.70      271.70
 1786    225.71    582.94    22.127    20.392       14.10       69.73
 1787    490.42    583.61    18.304    16.968      476.97     1632.41
 1788    619.22    583.42    20.627    19.628       56.14      140.81
 1789    705.68    583.41    21.525    20.501       24.55       63.05
 1790    730.72    583.55    21.381    20.312       28.02       75.05
 1791    634.56    584.53    19.281    18.377      193.84      445.88
 1792     44.28    585.51    19.008    18.505      249.36      396.25
 1793     96.28    585.54    19.968    19.685      102.98      133.69
 1794    195.35    585.66    20.290    19.330       76.56      185.43
 1795    203.39    585.77    20.779    19.783       48.80      122.14
 1796    341.18    585.52    20.994    19.607       40.03      143.63
 1797    787.36    586.67    20.345    20.224       72.78       81.33
 1798    421.34    587.51    19.559    18.216      150.06      517.21
 1799    443.93    587.46    17.393    15.538     1103.17     6094.92
 1800    466.34    587.59    21.367    20.176       28.39       85.04
 1801    764.03    587.52    20.663    19.804       54.31      119.81
 1802    239.51    588.53    19.649    18.735      138.13      320.57
 1803    328.42    589.70    18.738    17.848      319.71      725.56
 1804    733.06    589.79    20.406    19.352       68.83      181.62
 1805    490.40    590.19    19.034    18.011      243.38      624.38
 1806    637.64    590.88    20.281    19.724       77.19      128.96
 1807    173.59    591.62    20.419    19.267       67.98      196.36
 1808    573.51    591.14    16.716    14.105     2058.72    22804.91
 1809    738.90    591.79    20.027    18.871       97.53      282.94
 1810    411.59    592.39    20.438    19.084       66.81      232.56
 1811    587.25    592.44    20.894    22.398       43.91       10.99
 1812    598.66    592.30    20.712    20.149       51.91       87.16
 1813    656.44    592.22    19.773    18.792      123.27      304.24
 1814    625.89    593.97    20.543    19.339       60.67      183.77
 1815    162.50    595.53    21.270    20.012       31.04       98.90
 1816    336.60    595.53    21.491    21.030       25.33       38.71
 1817    449.80    595.45    20.548    19.493       60.37      159.57
 1818    478.37    595.27    19.639    18.452      139.41      416.29
 1819    777.92    595.30    18.607    17.107      360.71     1436.40
 1820    170.68    596.19    20.187    19.244       84.18      200.67
 1821    299.40    596.55    22.336    20.265       11.63       78.31
 1822    488.81    596.97    20.297    19.448       76.10      166.28
 1823    757.11    597.40    21.627    20.368       22.35       71.23
 1824    191.49    598.48    24.676    20.970        1.35       40.92
 1825    229.69    598.13    20.011    19.020       98.99      246.69
 1826    699.83    598.60    23.291    23.310        4.83        4.74
 1827    240.58    599.64    19.777    18.798      122.77      302.64
 1828    413.96    599.86    19.328    18.433      185.76      423.30
 1829    443.72    600.02    19.585    18.762      146.53      312.87
 1830    559.66    599.72    17.082    14.777     1469.52    12283.37
 1831    613.22    599.64    16.778    15.484     1943.90     6400.80
 1832    495.75    600.88    18.788    17.283      305.42     1221.71
 1833    276.92    601.27    20.243    19.177       79.92      213.47
 1834    386.08    602.27    19.602    18.550      144.25      380.20
 1835    542.53    602.57    18.193    16.800      528.31     1906.08
 1836    579.05    602.14    19.824    19.047      117.57      240.55
 1837    636.31    602.83    18.896    18.097      276.41      577.17
 1838    765.03    602.56    19.822    19.050      117.79      239.79
 1839    602.68    603.50    21.278    27.005       30.83        0.16
 1840    792.03    603.80    22.654    20.218        8.68       81.84
 1841    204.78    604.40    21.100    19.843       36.29      115.55
 1842    126.19    605.92    19.781    19.333      122.30      184.78
 1843    437.49    605.41    21.106    20.241       36.11       80.12
 1844    709.24    605.44    19.204    18.202      208.10      523.66
 1845    760.04    605.80    19.558    18.617      150.22      357.33
 1846     84.18    606.51    22.599    20.618        9.13       56.62
 1847    326.07    607.77    20.181    19.596       84.64      145.12
 1848    367.23    607.88    20.394    19.357       69.57      180.82
 1849    628.03    607.56    19.171    18.469      214.67      409.53
 1850    667.33    607.85    19.432    18.391      168.66      440.32
 1851    167.18    608.27    21.089    19.723       36.67      129.02
 1852    197.76    608.46    20.100    18.951       91.19      262.87
 1853    636.54    608.60    20.183    19.514       84.51      156.51
 1854    674.31    609.27    19.992    18.831      100.73      293.53
 1855    260.19    610.77    20.238    19.283       80.28      193.47
 1856    359.01    610.26    19.295    18.326      191.46      467.16
 1857    451.08    610.37    20.283    19.430       77.05      169.03
 1858    479.35    610.02    19.304    18.329      189.83      465.86
 1859    565.26    610.61    20.104    18.627       90.87      354.03
 1860    609.89    610.10    20.104    19.352       90.85      181.58
 1861    700.48    611.45    19.732    18.757      128.05      314.06
 1862    755.45    611.20    19.681    18.619      134.15      356.94
 1863    334.79    613.23    20.716    19.649       51.70      138.15
 1864    390.05    613.04    16.844    15.392     1829.71     6969.39
 1865    446.11    618.10    18.853    17.899      287.53      692.51
 1866    495.59    613.45    18.697    17.356      332.09     1142.28
 1867    413.12    613.98    20.093    19.031       91.79      244.04
 1868    523.57    614.63    19.385    18.426      176.12      426.25
 1869    580.39    614.54    21.178    27.978       33.78        0.06
 1870    690.18    614.82    20.853    19.515       45.58      156.31
 1871    559.05    615.07    19.581    18.728      147.14      322.82
 1872    648.99    615.45    22.281    20.095       12.23       91.65
 1873    225.52    616.04    17.667    15.723      857.62     5140.42
 1874    408.61    616.35    19.620    18.605      141.87      361.45
 1875    453.40    616.53    21.042    19.672       38.29      135.24
 1876    602.87    616.28    21.368    20.455       28.35       65.74
 1877    657.32    616.09    20.011    19.220       98.98      205.10
 1878    664.47    616.93    19.345    18.273      182.77      490.72
 1879    675.49    616.57    21.799    21.155       19.07       34.50
 1880    365.58    617.42    17.837    16.368      733.25     2835.94
 1881    351.93    618.05    19.721    18.913      129.30      272.25
 1882    432.05    619.37    22.695    21.702        8.36       20.85
 1883    471.40    619.35    19.735    18.913      127.63      272.25
 1884    320.07    620.27    19.400    17.989      173.80      637.56
 1885    328.28    620.46    17.367    15.521     1130.74     6186.71
 1886    442.79    620.32    19.013    18.026      248.29      616.01
 1887    563.66    620.16    19.898    19.558      109.85      150.30
 1888    618.72    620.42    21.054    20.228       37.88       81.05
 1889    692.62    620.41    20.231    19.000       80.80      251.25
 1890    267.38    621.89    21.571    20.001       23.52       99.91
 1891    289.24    621.06    19.629    18.554      140.76      378.76
 1892    408.99    621.66    19.352    18.422      181.64      427.62
 1893    651.96    620.99    21.445    19.811       26.42      118.98
 1894    355.48    622.31    19.600    18.738      144.48      319.87
 1895    466.75    623.43    19.843    19.073      115.60      234.78
 1896    578.51    623.73    20.960    20.961       41.29       41.27
 1897    679.94    624.04    21.856    20.426       18.10       67.53
 1898    728.66    624.72    19.924    18.797      107.28      302.74
 1899    783.94    625.91    19.929    18.916      106.72      271.28
 1900    481.51    627.68    17.983    17.009      641.18     1571.77
 1901    739.31    627.40    19.617    18.741      142.30      318.71
 1902     61.31    628.14    19.310    18.238      188.76      506.55
 1903    370.51    628.74    19.743    18.777      126.71      308.43
 1904    418.57    628.27    20.609    19.501       57.06      158.35
 1905    434.36    628.54    20.864    20.060       45.11       94.60
 1906    466.20    628.51    19.983    19.110      101.56      226.91
 1907    525.92    628.36    20.042    19.377       96.22      177.57
 1908    362.14    629.23    19.345    18.511      182.87      394.21
 1909    606.86    629.23    19.406    18.336      172.85      462.95
 1910    700.50    629.43    20.294    19.653       76.24      137.60
 1911    403.34    630.38    20.008    19.180       99.26      212.77
 1912    573.22    630.73    18.291    16.754      482.63     1987.69
 1913     79.38    631.39    20.652    19.924       54.85      107.23
 1914    617.57    631.27    19.479    18.091      161.61      580.34
 1915    730.30    632.03    20.689    19.963       53.01      103.50
 1916    114.43    633.16    16.809    15.445     1890.53     6639.87
 1917    212.60    633.08    19.709    18.465      130.74      411.10
 1918    541.11    633.61    20.002    19.065       99.81      236.51
 1919    556.48    633.25    19.202    18.433      208.61      423.40
 1920    591.02    633.25    19.506    18.571      157.57      372.77
 1921    714.42    633.50    19.606    17.987      143.76      638.80
 1922    349.42    634.96    21.354    19.736       28.73      127.49
 1923    388.85    634.45    19.862    18.891      113.57      277.61
 1924    395.94    634.54    20.441    19.717       66.65      129.83
 1925    652.03    637.67    19.951    18.916      104.58      271.39
 1926    678.92    634.24    19.391    17.847      175.24      726.43
 1927    775.30    634.36    19.492    18.398      159.69      437.22
 1928    323.89    635.51    19.600    18.435      144.52      422.82
 1929    519.74    635.40    21.075    20.157       37.16       86.53
 1930     57.28    636.74    19.215    18.638      206.15      350.47
 1931     90.76    636.57    20.528    19.550       61.51      151.39
 1932    488.32    636.01    19.552    18.741      151.07      318.87
 1933    610.22    636.75    20.625    19.645       56.22      138.63
 1934    618.45    636.48    19.903    18.429      109.35      424.89
 1935    234.00    637.20    18.639    17.690      350.15      839.81
 1936    315.06    636.98    21.344    19.405       29.01      172.92
 1937    433.90    637.29    20.996    20.370       39.95       71.12
 1938    504.89    637.61    19.341    18.226      183.44      512.35
 1939    602.90    637.68    19.826    19.234      117.40      202.49
 1940    651.98    637.68    19.899    18.916      109.77      271.39
 1941    159.25    638.54    20.538    20.900       60.92       43.67
 1942    451.60    638.89    19.703    18.901      131.51      275.25
 1943    539.02    638.16    19.679    18.794      134.42      303.62
 1944    747.36    639.83    17.021    14.896     1553.82    11004.06
 1945    225.26    640.05    17.076    14.830     1478.29    11700.14
 1946    416.82    640.85    19.774    18.702      123.11      330.56
 1947    570.54    641.93    17.200    14.884     1317.94    11125.75
 1948    582.42    641.54    19.713    19.242      130.24      200.96
 1949    286.41    642.42    19.028    18.073      244.84      589.69
 1950    394.92    643.05    19.546    18.380      151.89      444.70
 1951    531.52    643.09    19.487    18.192      160.44      528.46
 1952    276.52    644.44    21.479    20.118       25.60       89.69
 1953    301.45    644.79    20.598    19.592       57.63      145.64
 1954    442.99    644.70    22.001    21.455       15.83       26.17
 1955    667.09    644.73    19.546    18.500      151.86      398.17
 1956    699.85    643.96    18.155    16.442      547.25     2648.65
 1957    554.08    645.42    17.038    15.642     1530.54     5535.66
 1958    631.32    645.11    20.847    19.520       45.82      155.66
 1959    711.72    644.71    19.663    18.660      136.34      343.53
 1960    738.88    644.97    22.033    20.330       15.38       73.78
 1961    455.63    646.24    19.615    18.672      142.62      339.85
 1962    791.69    646.66    20.314    19.872       74.89      112.56
 1963    414.04    647.10    21.112    19.646       35.92      138.60
 1964    754.26    647.60    19.983    18.720      101.56      325.03
 1965    764.09    647.46    21.395    20.483       27.66       64.07
 1966    127.41    648.23    19.978    18.786      102.07      305.87
 1967    250.15    648.82    20.004    18.783       99.63      306.62
 1968    772.87    648.47    19.548    18.728      151.59      322.81
 1969    165.71    649.57    19.330    18.165      185.43      542.15
 1970    240.42    650.15    17.213    15.084     1302.71     9256.97
 1971    498.31    650.43    19.747    19.053      126.25      239.18
 1972    512.40    650.36    19.375    18.504      177.80      396.62
 1973    612.81    650.42    20.680    20.434       53.44       67.05
 1974    662.53    650.26    21.809    19.502       18.89      158.24
 1975    719.02    650.44    19.000    17.400      251.21     1096.08
 1976    113.24    651.77    18.511    16.968      394.09     1632.60
 1977    476.70    651.05    16.863    14.176     1797.43    21369.57
 1978    736.50    651.65    19.478    18.488      161.80      402.39
 1979     70.43    652.54    19.890    19.308      110.70      189.08
 1980    173.67    652.24    20.963    20.263       41.19       78.50
 1981    390.36    652.17    19.613    18.571      142.85      372.85
 1982    523.53    655.84    18.990    18.104      253.62      573.21
 1983    549.90    652.71    19.739    18.896      127.14      276.38
 1984    729.10    652.56    18.420    17.088      428.57     1461.61
 1985    131.51    653.35    20.142    19.071       87.78      235.38
 1986    335.41    653.84    21.250    19.726       31.63      128.67
 1987    352.80    653.26    19.803    18.772      119.92      309.91
 1988    492.72    653.49    19.682    19.074      134.03      234.60
 1989    687.36    653.84    23.344    20.447        4.60       66.26
 1990    744.04    653.23    20.448    21.165       66.22       34.20
 1991     88.24    654.88    19.332    18.243      185.08      504.62
 1992     93.97    654.33    19.969    18.848      102.89      289.00
 1993    729.27    652.56    18.470    17.088      409.24     1461.61
 1994    251.06    655.68    20.235    18.927       80.50      268.70
 1995    525.48    658.37    19.007    18.079      249.51      586.78
 1996    533.80    655.50    21.506    20.369       24.97       71.18
 1997    752.86    655.08    19.121    17.928      224.74      674.04
 1998    107.69    656.67    19.449    18.244      166.04      504.19
 1999    273.71    656.56    20.105    19.016       90.79      247.58
 2000    408.51    656.16    20.767    19.451       49.34      165.85
 2001    439.58    656.70    21.383    19.955       27.98      104.19
 2002    153.94    657.55    20.922    19.860       42.76      113.76
 2003    421.88    657.29    21.234    19.839       32.10      116.02
 2004    539.99    657.24    20.688    19.228       53.05      203.60
 2005    609.51    657.30    20.007    18.497       99.34      399.17
 2006    525.48    658.37    19.007    18.079      249.51      586.78
 2007    780.65    658.54    21.602    19.512       22.87      156.71
 2008    572.49    659.27    20.825    20.715       46.78       51.76
 2009    677.25    660.31    20.051    18.874       95.43      282.06
 2010    280.74    661.39    20.478    19.235       64.37      202.24
 2011    491.20    661.52    17.564    15.887      942.60     4416.48
